"id","sid","2015-10-08 00:05:00","2015-10-08 00:12:00","2015-10-08 00:34:00","2015-10-08 00:40:00","2015-10-08 01:32:00","2015-10-08 01:52:00","2015-10-08 02:52:00","2015-10-08 02:58:00","2015-10-08 04:13:00","2015-10-08 04:30:00","2015-10-08 05:58:00","2015-10-08 06:16:00","2015-10-08 06:41:00","2015-10-08 06:54:00","2015-10-08 07:07:00","2015-10-08 07:25:00","2015-10-08 07:38:00","2015-10-08 07:52:00","2015-10-08 08:05:00","2015-10-08 08:18:00","2015-10-08 08:31:00","2015-10-08 08:44:00","2015-10-08 08:57:00","2015-10-08 09:10:00","2015-10-08 09:22:00","2015-10-08 09:35:00","2015-10-08 09:48:00","2015-10-08 10:00:00","2015-10-08 10:12:00","2015-10-08 10:24:00","2015-10-08 10:37:00","2015-10-08 10:49:00","2015-10-08 11:03:00","2015-10-08 11:18:00","2015-10-08 11:33:00","2015-10-08 11:48:00","2015-10-08 12:02:00","2015-10-08 12:17:00","2015-10-08 12:32:00","2015-10-08 12:47:00","2015-10-08 12:59:00","2015-10-08 13:12:00","2015-10-08 13:24:00","2015-10-08 13:37:00","2015-10-08 13:49:00","2015-10-08 14:02:00","2015-10-08 14:15:00","2015-10-08 14:28:00","2015-10-08 14:40:00","2015-10-08 14:53:00","2015-10-08 15:07:00","2015-10-08 15:20:00","2015-10-08 15:33:00","2015-10-08 15:46:00","2015-10-08 15:59:00","2015-10-08 16:13:00","2015-10-08 16:26:00","2015-10-08 16:39:00","2015-10-08 16:52:00","2015-10-08 17:06:00","2015-10-08 17:19:00","2015-10-08 17:32:00","2015-10-08 17:53:00","2015-10-08 18:12:00","2015-10-08 18:25:00","2015-10-08 18:38:00","2015-10-08 18:51:00","2015-10-08 19:04:00","2015-10-08 19:17:00","2015-10-08 19:30:00","2015-10-08 19:43:00","2015-10-08 19:55:00","2015-10-08 20:08:00","2015-10-08 20:21:00","2015-10-08 20:39:00","2015-10-08 20:53:00","2015-10-08 21:03:00","2015-10-08 21:18:00","2015-10-08 21:29:00","2015-10-08 21:41:00","2015-10-08 21:53:00","2015-10-08 22:04:00","2015-10-08 22:16:00","2015-10-08 22:27:00","2015-10-08 22:38:00","2015-10-08 22:56:00","2015-10-08 23:04:00","2015-10-08 23:16:00","2015-10-08 23:24:00","2015-10-08 23:35:00","2015-10-08 23:50:00","2015-10-08 23:56:00"
"365",3091,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","4","1","1","1","1","1","2","2","2","2","2","2","2","2","3","4","4","4","4","4","4","3","3","2","2","3","5","6","5","5","3","4","4","4","1","1","1","1","1","1","1","2","2","2","1","1","3","3","3","3","4","4","4","4"
"366",3092,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","6","10","8","8","7","7","7","9","12","12","11","11","12","14","14","14","14","16","17","16","17","18","17","17","18","18","16","17","15","14","15","15","14","12","12","12","9","9","6","5","5","2","1","0","0","1","0","0","0","0","1","0","0","1","1","2","1","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"367",3093,"2","3","4","4","4","4","3","3","3","3","3","3","3","3","4","4","5","6","9","11","16","20","20","22","22","23","26","27","27","27","27","26","13","9","9","8","5","4","4","1","1","1","1","1","1","1","1","1","1","2","2","2","2","3","2","3","4","1","1","4","1","2","2","7","7","5","3","2","2","1","1","2","1","3","1","1","1","1","1","2","2","2","2","2","1","1","1","1","1","1","1","1"
"368",3094,"7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","7","7","6","7","4","4","3","2","1","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","2","5","5","5","5","6","6","6","7","7","7","7","8","8","8","8"
"369",3095,"7","7","7","7","9","9","9","9","9","9","9","9","9","9","9","9","9","9","8","8","8","7","5","4","4","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","2","3","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2"
"370",3097,"11","11","11","11","13","13","13","13","13","13","13","13","13","11","11","9","9","7","6","8","7","4","4","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","3","4","4","2","1","1","3","2","2","2","4","4","5","6","7","8","9","9","10","12","12","15","15","15","15","14","16","18","18","18","18","18","18"
"371",3098,"0","0","2","2","1","1","1","1","1","1","1","0","0","0","2","3","3","4","4","3","1","2","2","1","2","1","1","1","2","2","3","3","3","3","3","2","1","1","1","1","1","2","2","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372",3101,"7","7","7","9","8","8","8","8","8","8","8","8","7","7","7","6","5","5","5","4","4","3","3","4","3","4","4","4","1","1","1","4","4","3","3","4","4","4","3","3","1","1","3","3","3","3","3","3","1","2","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","1","2","3","6","7","7","6","4","4","2","2","3","3","2","4","4","4","5","5","5","5","4","4","4","4"
"373",3102,"4","4","5","5","5","5","5","5","5","5","5","5","4","4","4","3","2","0","0","0","0","0","0","0","1","1","2","1","1","0","0","0","0",NA,"0","0","0","0","1","1","1","1","1","2","2","2","1","1","2","2","2",NA,NA,"3","3","3","3","4","3","4","4","5","5","3","3","4","4","4","4","4","5","5","4","5","5","4","4","5","6","6","5","4","6","6","6","6","5","5","5","4","5","5"
"374",3103,"10","10","10","10","9","9","9","9","8","8","8","8","8","8","8","8","7","8","8","8","6","6","6","5","10","11","10","10","10","11","11","11","11","11","11","11","11","11","10","3",NA,NA,"3","10","11","11","11","11","12","12","13","10","10","6","6","4","3","0","0","0","0","1","3","2","2","2","0","1","1","0","0","1","0","1","1","3","4","4","4","4","3","3","21","21","24","19","17","16","15","14","15","15"
"375",3104,"12","12","12","12","12","12","12","12","12","12","12","12","11","11","12","11","10","9","8","9","11","10","10","11","12","11","11","12","14","15","16","16","14","12","13","13","14","14","13","13","17","20","19","19","18","18","18","17","17","19","24","25","27","26","27","28","29","28","28","30","28","28","14","15","11","11","12","12","13","12","10","13","12","13","14","14","13","11","11","10","10","10","11","11","10","9","9","9","7","8","7","7"
"376",3105,"7","7","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","7","7","7","6","6","6","6","6","7","7","7","7","6","6","6","6","6","6","7","7","7","8","8","7","9","10","10","10","10","9","9","9","9","9","9","9","9","8","8","8","9","10","11","9","9","9","9","9","8","8","9","9","9","8","8","8","8","8","8","8","8","8","8","8","9","9","9"
"377",3106,"16","16","17","17","19","19","19","19","19","19","19","19","18","18","18","16","13","8","5","0","0","0","0","0","0","11","11","10","8","7","6","4","4","4","3","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","2","1","1","1","1","2","1","1","2","2","3","2","6","8","8","9","9","9","9","9","9","11","11","10","10","11","10","11","12","14","15","15","14","15","15","15","15","17","17"
"378",3107,"18","18","17","17","17","17","17","17","16","16","16","16","16","15","15","16","17","17","17","17","16","15","14","11","9","9","8","11","10","9","8","8","7","4","4","4","4","3","3","3","3","4","4","4","6","6","9","8","7","7","5","6","2","1","0",NA,NA,NA,"2","1","1","2","1","2","8","8","10","9","10","9","10","10","10","10","13","12","12","13","14","14","15","15","15","15","15","14","14","16","16","15","17","17"
"379",3108,"21","21","22","22","22","22","22","22","22","22","22","22","21","21","22","21","22","19","17","14","8","7","4","4","0","2","1","1","2","1","2","2","2","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","2","1","1","2","3","4","4","3","3","5","6","7","6","5","7","8","11","12","13","13","15","19","20","21","21","20","19","18","17","18","18","18","20","20","20","20","20","21","21"
"380",3109,"12","12","12","12","11","11","11","11","11","11","10","9","9","9","9","9","9","8","7","7","7","3","2","3","1","1","1","0","0","0","0","0","2","3","3","3","3","3","3","3","3","1","1","2","2","3","2","3","4","5","5","5","5","5","5","5","5","4","4","4","5","7","8","8","7","6","7","8","7","7","8","8","9","11","11","11","12","11","11","12","12","12","11","12","12","12","12","11","11","11","12","12"
"381",3110,"6","6","6","6","7","7","7","7","8","8","7","7","8","7","6","6","6","5","3","2","0","0","0","0","0","0","2","1","0","5","6","6","5","5","5","5","6","7","7","5","4","4","4","4","4","6","4","2","2","1","0","1","1","0","1","0","0","0","0","0","0","0","1","2","4","4","1","0","1","3","2","1","0","0","0","0","0","0","1","2","2","2","1","1","2","3","3","2","3","2","2","2"
"382",3111,"4","3","3","3","4","4","5","5","5","5","5","4","4","4","3","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","5","6","6","6","6","5","5","5","4","4","5","5","5","6","5","4","5","6","5","5","7","7","7","8","8","8","9","9","9","9","8","9","10","11","12","12","13","12","12","13","13","13","13","13","15","15","16","17","17","17","17","17","17","18","17","17","17","17"
"383",3112,"12","12","11","11","13","13","13","13","13","13","13","13","13","13","13","12","11","10","10","11","10","12","12","13","15","15","14","14","14","14","14","14","16","16","17","17","16","17","15","14","16","15","14","15","16","15","13","13","12","12","13","13","13","13","13","14","15","14","14","13","14","19","17","12","14","18","20","18","23","22","21","20","20","17","20","20","19","18","20","19","20","21","24","24","25","24","24","24","24","24","25","25"
"384",3113,"6","6","5","5","8","8","8","8","8","8","9","9","9","10","10","11","12","12","11","8","8","7","5","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","2","2","2","1","1","1","1","3","3","3","3","4","2","1","1","3","5","7","5","6","5","5","7","7","4","5","5","3","4","3","2","2","2","2","0","0","0","1","1","1","1","1","2","2","2"
"385",3114,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","6","6","9","9","9","8","9","10","10","10","10","10","10","9","9","9","9","9","8","8","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","11","12","10","9","9","8","8","7","7","7","5","5","5","6","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"386",3115,"16","16","16","16","12","12","12","12","12","12","12","12","12","12","12","12","12","10","9","6","7","6","6","6","5","8","7","5","4","5","4","4","4","4","4","4","4","3","3","3","2","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","3","2","4","5","6","4","5","7","8","10","11","12","13","11","13","13","13","13","13","14","14","15","15","15","15","15","14","14","15"
"387",3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","2","2","2","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","2","2","2","2"
"388",3117,"12","12","13","13","13","13","13","13","13","13","13","13","12","11","11","11","11","11","9","9","8","7","7","7","5","4","4","3","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","2","2","3","4","4","3","4","4","4","4","4","5","5","5","7","7","7","7","8","8","8","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","10"
"389",3118,"13","13","12","12","12","12","12","12","12","12","12","12","12","12","12","12","11","11","11","10","10","9","9","8","7","5","4","4","4","4","4","4","3","1","1","1","1","1","2","3","2","2","2","2","2","2","2","2","1","1","2","1","3","1","1","1","1","1","1","2","11","11","11","11","12","11","11","11","11","13","13","14","14","14","18","18","18","17","17","17","18","18","18","18","18","18","18","18","18","18","18","18"
"390",3119,"0","0","0","1","0","0","0","0","2","2","3","3","4","5","4","4","6","8","10","10","12","15","17","18","18","19","19","20","21","21","22","20","20","20","20","20","20","21","21","23","24","24","24","23","25","23","23","22","22","23","23","24","26","25","25","26","24","24","25","26","26","25","22","25","25","25","22","19","18","15","15","14","11","10","6","6","5","5","3","1","1","2","2","2","2","2","2","2","1","0","0","0"
"391",3120,"10","10","10","10","10","10","10","10","8","8","8","8","8","8","8","7","7","7","8","8","8","8","8","8","9","8","8","8","8","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","11","10","9","9","9","10","10","10","10","12","12","12","12","12","12","12","12","12","14","14","12","12","13","13","14","14","14","15","15","15","15","15","15","15","16","16","16","16","16","16","16","16","16","16","16","15","14"
"392",3121,"12","12","12","12","12","12","12","12","11","11","11","11",NA,"10","10","10","10","10","9","9","9","8","8","8","8","8","7","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","6","6","6","6","6","5","5","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
"393",3122,"13","14","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","13","13","13","13","12","12","12","12","12","13","13","13","13","13","13","13","14","14","14","15","15","15","15","15","15","16","16","16","16","16","17","17","16","17","17","17","17","17","18","17","17","17","17","17","17","17","17","17","17","17","17"
"394",3123,"12","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","15","15","15","15","15","15","15","15","15","15","15","15","15","16","16","16","16","15","15","15","15","15","16","13","13","13","13","14","14","14","14","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13"
"395",3124,"26","26","26","26","26","26","26","26","26","26","26","26","25","25","24","24","23","22","22","20","17","13","13","12","13","12","10","11","9","7","7","7","7","6","4","3","2","1","1","1","2","2","2","1","1","1","3","3","3","2","1","0","0","0","0","1","2","6","6","7","6","8","9","13","11","11","14","16","16","16","18","19","19","19","20","20","21","21","22","23","24","24","24","24","24","24","24","24","24","24","25","25"
"396",3125,"8","8","8","8","8","8","6","6","8","8","8","8","9","9","9","11","11","11","11","12","13","13","12","11","11","11","11","11","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","11","11","11","9","9","9","9","8","8","8","9","9","9","9","10","10","10","10","10","12","11","12","12","12","11","10","11","12","12","12","12","12","11","10","9","8","7","7","7","7","7","7","7","7","7","7","7","7","7"
"397",3126,"7","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","5","8","8","8","8","8","7","8","8","9","10","10","10","10","10","11","10","10","10","11","11","10","10","10","11","11","12","12","12","13","13","13","13","13","10","10","9","11","10","9","9","10","8","7","5","4","5","4","4","6","4","4","4","4","5","5","5","5","8","8","9","9","9","8","6","6","6","6","6","6","6","6"
"398",3127,"16","16","16","16","16","16","16","16","16","16","16","16","16","16","17","17","17","17","17","17","17","17","17","17","17","17","18","18","17","18","18","18","18","18","18","18","18","18","18","18","18","18","18","17","17","17","17","17","16","16","16","16","16","16","17","17","17","17","17","17","17","17","17","17","17","17","17","17","17","17","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16"
"399",3128,"13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","14","15","15","15","15","15","15","15","15","15","15","16","16","16","16","16","16","17","17","16","16","16","16","16","16","16","15","15","14","14","15","15","15","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"400",3129,"16","17","17","17","18","19","19","19","21","22","22","22","21","21","21","21","20","20","18","17","15","14","14","15","16","17","17","17","17","17","17","16","15","15","15","15","15","16","16","16","16","17","17","18","18","19","18","17","17","17","17","16","16","17","17","16","16","16","15","15","13","15","13","13","14","15","14","15","16","15","17","18","18","18","21","21","21","21","21","21","20","20","20","20","20","20","20","20","20","20","20","20"
"401",3132,"0","0","0","0","0","0","0","0","0","0","0","1","4","6","8","12","15","16","22","25","27","29","32","34","34","34","34","34","34","33","33","32","34","32","30","30","32","31","34","33","33","32","31","30","27","24","24","25","27","28","29","24","23","22","22","21","20","18","14","13","6","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1"
"402",3134,"23","23","23","21","21","21","19","19","43","43","44","44","41","42","42","42","41","39","40","40","39","39","38","38","37","36","33","35","37","35","36","36","35","37","37","37","41","41","44","43","43","46","46","44","43","44","43","40","43","43","41","42","43","42","43","42","38","39","39","38","32","31","32","27","28","28","27","28","26","25","25","25","24","23","21","22","22","19","18","17","16","16","16","16","17","13","13","13","12","11","11","12"
"403",3135,"38","38","38","38","38","38","38","38","38","38","37","36","36","36","34","32","29","24","23","17","12","10","4","3","3","0","0","1","0","0","0","15","16","18","18","17","17","20","20","22","22","22","22","21","19","20","21","19","19","19","20","18","20","20","21","22","26","27","27","32","31","33","33","37","37","38","38","39","39","38","37","38","38","39","39","38","39","39","39","39","39","39","39","39","39","39","39","39","39","38","37","36"
"404",3136,"1","1","1","1","1","1","1","1","1","1","1","1","3","3","3","3","4","4","5","4","8","8","11","14","14","19","18","18","20","24","24","21","21","21","25","25","25","25","23","26","26","26","25","25","26","29","30","30","30","30","29","29","27","27","26","27","27","31","30","28","28","26","29","29","29","28","26","26","17","16","16","15","15","14","13","13","13","10","10","11","11","11","11","11","9","9","9","9","9","9","9","8"
"405",3137,"14","14","17","17","17","17","17","17","17","17","17","17","18","17","17","17","16","16","16","17","18","17","18","21","21","20","20","21","21","21","17","18","19","21","21","11","10","13","11","8","7","9","9","12","13","11","13","9","3","4","5","12","9","9","5","4","2","0","1","1","1","3","4","3","5","5","7","8","8","7","9","9","11","11","10","11","11","9","9","8","8","7","6","7","6","7","7","7","11","7","6","6"
"406",3139,"34","34","34","34","36","36","36","36","41","41","42","41","43","43","41","40","40","37","36","35","32","33","33","33","33","33","32","31","30","29","29","29","29","30","30","29","28","27","29","27","27","26","24","23","24","24","22","21","20","21","24","24","24","24","24","24","24","23","23","23","20","22","25","29","31","31","32","35","38","37","39","39","39","39","39","40","39","40","40","40","40","40","40","40","40","40","40","39","39","39","40","40"
"407",3140,"53","53","53","53","53","54","54","54","54","54","54","52","50","49","46","45","41","39","37","35","27","15","14","12","10","8","6","7","7","5","3","4","5","4","3","3","2","1","1","1","2","2","2","1","2","2","3","3","4","4","10","13","11","11","12","11","13","12","14","15","15","18","31","33","34","45","51","54","54","54","54","54","53","53","51","52","51","51","52","52","52","52","52","52","51","52","52","52","52","52","52","50"
"408",3141,"55","56","56","56","56","56","56","56","56","56","56","56","56","56","56","53","51","47","39","28","8","6","5","9","7","8","6","9","4","5","4","6","7","7","8","4","4","3","6","5","7","6","2","2","4","5","6","4","4","5","5","4","4","4","2","1","3","1","0","1","0","0","1","1","2","1","2","4","3","2","3","4","3","2","3","9","8","6","6","5","4","5","6","7","5","8","6","5","6","8","9","10"
"409",3142,"44","47","47","48","50","50","49","49","47","47","44","44","43","44","43","44","44","42","42","40","41","38","34","27","24","23","23","21","19","18","15","13","11","10","10","11","10","10","8","7","6","6","6","5","4","5","4","4","5","3","0","0","2","5","7","10","6","8","10","13","13","16","18","15","19","18","19","19","15","17","19","17","17","18","18","15","19","18","18","19","19","18","16","19","21","21","22","21","22","21","21","21"
"410",3143,"28","29","29","29","29","29","29","30","32","32","32","32","32","32","32","31","32","32","33","32","33","33","32","31","31","30","29","29","27","28","30","30","30","32","36","35","39","41","38","38","36","35","35","36","34","38","37","39","39","35","37","39","37","36","29","25","23","21","21","17","21","14","10","10","12","12","12","14","15","14","15","12","12","11","11","11","11","11","10","10","10","10","10","13","13","13","13","14","14","15","18","18"
"411",3144,"45","45","45","45","45","45","45","45","45","45","44","44","44","43","42","43","39","38","38","36","29","29","30","29","30","28","27","28","28","28","29","29","31","31","31","31","31","31","30","29","27","28","28","27","28","29","27","26","26","24","24","23","24","25","25","25","25","25","27","28","29","28","32","30","30","30","29","35","39","43","44","45","46","46","46","46","46","45","40","40","41","41","40","40","43","44","45","46","46","46","46","46"
"412",3145,"57","57","57","57","56","57","57","57","57","57","56","55","53","52","50","50","48","45","45","42","35","28","27","25","24","23","20","21","20","23","23","23","23","22","20","20","24","21","22","23","23","26","26","28","30","30","25","24","23","25","23","25","24","29","33","32","35","35","37","35","35","39","42","46","53","54","55","57","57","56","57","56","56","57","57","57","55","54","53","54","56","56","57","57","57","57","57","57","57","57","57","57"
"413",3146,"44","44","44","44","44","44","45","45","45","45","45","45","45","44","45","43","41","41","40","38","36","35","34","33","33","31","30","28","28","28","27","28","29","28","27","28","28","28","29","31","27","27","27","27","26","27","28","28","28","28","27","28","29","28","28","30","30","31","32","33","33","35","37","34","35","38","39","37","41","44","44","44","43","43","43","43","43","42","43","42","42","43","41","41","44","44","44","44","44","44","44","44"
"414",3147,"23","23","23","23","22","22","23","23","23","23","22","22","22","20","21","21","17","18","20","15","13","12","8","7","8","7","8","7","7","7","7","4","4","5","3","4","5","5","3","3","6","5","6","8","8","7","8","9","9","9","12","11","10","11","11","9","8","8","8","6","9","7","10","16","14","15","20","20","21","20","21","22","22","22","22","21","22","18","21","21","21","22","21","22","22","22","22","22","22","22","22","22"
"415",3148,"31","31","31","31","31","31","31","31","31","31","31","30","30","29","29","27","27","23","23","22","18","13","11","9","7","5","5","5","5","4","5","5","5","7","7","6","7","7","6","6","6","7","8","9","11","10","10","11","10","12","13","12","14","15","16","18","19","19","19","23","24","26","28","29","31","31","31","30","30","31","31","31","30","30","31","30","30","31","30","30","31","31","31","29","28","29","29","29","30","30","31","31"
"416",3149,"25","25","25","25","25","25","25","25","25","25","24","24","22","22","21","19","18","16","11","7","4","1","1","0","1","0","1","1","0","0","0","0","1","1","17","16","17","17","17","17","17","17","16","18","18","19","19","19","19","19","17","17","16","17","16","16","14","15","17","16","17","19","20","24","25","24","25","25","25","25","25","25","25","24","25","23","23","23","24","23","21","22","22","22","25","24","24","25","25","25","24","24"
"417",3150,"52","52","52","52","52","52","52","52","52","52","49","49","48","46","44","40","38","34","28","20","15","9","23","38","36","33","34","32","32","30","29","27","23","23","21","21","18","19","18","16","16","15","16","15","14","16","16","16","16","17","16","16","17","16","15","13","12","13","14","14","16","18","19","18","7","7","9","10","20","22","29","24","28","31","32","21","22","25","28","29","30","32","33","34","34","34","34","36","36","36","39","40"
"418",3156,"39","39","39","39","39","39","39","39","39","39","38","38","36","38","38","37","36","36","35","27","21","18","21","17","15","14","15","16","17","14","14","15","16","17","16","15","16","14","12","11","9","7","7","7","6","6","5","5","7","9","8","6","5","4","3","4","5","5","4","1","1","0","2","1","1","4","8","5","8","15","17","19","20","19","17","20","21","21","22","23","26","29","30","28","28","27","28","27","27","30","31","32"
"419",3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","4","17","16","14","15","15","15","16","15","15","15","16","16","13","13","13","13","13","13","13","14","14","13","15","15","15","16","16","15","18","18","18","18","17","18","18","19","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20"
"420",3158,"1","1","1","1","1","1","2","5","26","26","27","27","25","24","23","23","23","25","23","23","19","19","20","21","21","20","19","18","18","18","18","17","19","18","18","17","18","20","18","18","23","21","22","25","27","28","27","27","23","20","18","17","13","15","15","21","21","21","25","21","22","25","28","29","26","25","25","23","23","25","21","25","24","24","21","21","20","18","21","13","11","11","8","2","1","1","1","1","1","1","1","1"
"421",3159,"15","15","14","14","27","27","28","28","28","28","29","28","28","27","27","27","24","22","21","18","17","12","11","10","10","12","10","10","8","7","5","4","5","5","3","4","3","1","5","3","3","6","4","8","10","8","9","6","8","10","9","8","9","9","7","6","6","5","8","10","10","10","13","19","18","21","19","21","18","20","20","22","21","22","23","23","24","23","23","24","24","24","24","25","25","25","24","24","24","21","20","20"
"422",3160,"25","26","26","26","26","26","26","26","26","26","23","23","22","21","21","21","17","18","15","11","11","8","5","5","4","2","1","0","0","6","10","10","14","15","15","15","19","28","14","14","13","13","10","14","14","12","12","16","14","11","10","10","8","8","8","9","10","4","3","2","4","4","6","8","7","8","10","13","14","14","15","14","14","14","14","14","15","16","16","16","17","17","18","18","18","20","20","20","21","21","25","23"
"423",3161,"30","30","31","31","32","32","32","32","32","32","31","31","31","31","31","30","28","26","26","18","15","13","10","8","8","8","7","8","7","8","8","9","8","8","9","9","9","7","9","8","8","7","6","6","6","6","7","7","9","6","6","6","6","5","5","5","5","5","6","7","6","8","8","9","9","7","7","7","8","6","5","4","3","3","4","4","5","8","8","8","8","8","8","9","9","10","10","10","10","13","13","13"
"424",3163,"33","32","31","31","32","32","32","32","32","32","32","32","32","32","31","29","30","28","25","22","21","19","17","15","13","13","12","11","13","13","14","14","14","14","12","9","6","5","5","6","6","7","5","7","7","12","12","17","16","16","16","17","18","15","13","13","12","14","14","15","12","16","18","24","25","25","24","25","23","24","25","25","24","23","25","26","24","23","24","25","24","25","25","26","26","26","26","25","25","25","25","25"
"425",3164,"45","45","47","46","46","45","45","45","45","45","43","43","42","39","37","36","34","32","25","22","15","10","6","6","6","4","1","1","2","1","0","8","12","10","10","9","9","9","7","7","7","11","12","12","11","10","9","10","9","8","8","3","3","0","1","0","1","3","3","6","16","20","24","30","33","34","34","36","41","42","40","40","41","42","40","40","40","42","42","43","42","43","44","44","45","43","43","43","43","44","43","44"
"426",3165,"28","28","28","28","45","45","45","45","45","45","45","45","45","45","45","43","40","39","36","33","31","29","27","23","21","18","17","15","15","13","13","16","20","18","17","15","17","15","22","22","24","24","31","29","25","27","27","27","29","30","30","30","29","31","24","20","20","20","22","19","18","19","24","23","25","26","26","26","25","25","24","26","25","23","24","24","23","25","25","25","25","24","24","24","24","24","24","24","24","24","24","24"
"427",3166,"37","37","37","37","38","38","39","39","39","39","38","37","37","37","37","35","35","33","32","29","25","22","17","15","14","10","7","8","4","5","5","4","5","4","2","2","2","3","5","1","3","2","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","3","1","4","3","5","6","14","16","20","23","26","29","31","30","32","32","33","33","34","35","34","34","34","34","34","35","35","36","38","38","38","38","38","38","38"
"428",3167,"45","45","45","45","45","45","45","45","45","46","45","46","46","47","47","43","42","40","42","41","40","35","34","31","29","27","25","24","22","21","20","20","15","13","14","11","11","10","8","7","6","4","5","5","5","2","1","1","2","2","2","2","2","2","3","2","2","9","8","10","7","8","15","22","20","22","23","26","26","27","25","27","25","28","29","27","26","27","26","28","30","31","31","31","31","31","31","34","34","33","34","34"
"429",3168,"24","24","23","23","24","24","24","24","24","24","24","24","24","24","24","24","24","23","18","16","14","6","6","5","4","4","3","1","0","0","0","0","0","5","2","3","2","1","15","12","10","10","7","8","6","11","14","10","12","15","13","17","16","18","17","16","10","8","9","5","5","4","6","13","17","19","21","23","23","23","22","22","22","23","23","23","23","22","22","22","22","22","22","23","23","23","23","23","23","23","23","23"
"430",3169,"57","57","57","57","57","57","57","57","57","57","57","56","55","55","55","54","52","51","49","47","44","39","37","30","28","28","26","25","23","22","23","21","22","22","21","20","19","14","14","15","16","15","15","15","16","14","14","15","15","13","16","18","19","19","21","20","16","17","16","16","16","21","22","26","29","28","29","34","40","40","43","47","49","49","48","48","48","51","51","51","52","52","52","52","52","53","52","53","53","53","53","53"
